id,open_edges
6297,28289
6298,28290-53655-101921
6299,28293
6300,28301
6301,28304-53601
6302,28312-47558-50904-62551-91652-101890-106594
6303,28315
6304,28321
6305,28336
6306,28345-79523-91301
6307,28348-31010-39143-46656-53456-55160-60952-68868-68873-73276-82231-91727-109209-110938-113692
6308,28357
6309,28359-55111-88457
6310,28372-30218-62662-106274
6311,28380
6312,28387
6313,28390-50969-86921-103686-106826
6314,28405
6315,28425-37705-76546
6316,28437
6317,28450
6318,28459
6319,28471
6320,28498-69776-70167-70217-73410
6321,28500-32344-65540
6322,28520
6323,28522-39350-40094-41405-42943-43483-46705-53711-56737-57743-88341-88512
6324,28532-31514-39736-57392-72854-88316-100864
6325,28541-41931-45483-45873-55395-63449-64525-67161-68681-72327-82953-87373-108839-114379
6326,28553-39466
6327,28561
6328,28569
6329,28573-43080-104328
6330,28578
6331,28581-45447-52527-92320
6332,28582
6333,28592
6334,28595-59491
6335,28601
6336,28606-33127-86462
6337,28617-64212
6338,28625-41432
6339,28630
6340,28646-36234
6341,28649-35713-39147-63871-74343
6342,28655-69897-112363
6343,28657-89311-101105
6344,28659-32145-59151-69151
6345,28663-66436-87663-95328
6346,28669-31283
6347,28692-29108-41055-47976-68072-68812-81654-86108-89130-94419-100891-107984-114388
6348,28694
6349,28701-62142-98120
6350,28708-41278-58938
6351,28737
6352,28751-33019-33765-37715-72711-76699-97539-113755
6353,28755
6354,28778-57468-93597-103143
6355,28790-58312-107506
6356,28793-30277-36985-59254-77991
6357,28800-110188
6358,28802
6359,28804-33880
6360,28815-51862-103463
6361,28817
6362,28818-109985-111664
6363,28827-32109-46803
6364,28834
6365,28844-94497
6366,28851
6367,28852-34046-94880-102406
6368,28855-39469
6369,28859-69642-76219-96011
6370,28861-39794-57494-58499-63582-81537-83999-111376
6371,28862
6372,28865
6373,28870-29740-37981-40991-44725-46737-47004-49355-49860-58703-62421-65685-68895-72655-77646-83655-84064-96769-102329-110167-111149-111737-114105
6374,28873-39517
6375,28874
6376,28882
6377,28887
6378,28893
6379,28897-98071
6380,28931
6381,28932-33156-41558-48555-55130-65306-65833-72716-88755-101163-104317-111193
6382,28946-41807-43612-71688-90876-95135
6383,28948-63252-79104
6384,28953-80557
6385,28965
6386,28980-48905-90977
6387,28991-37327-47653-51475-53173-54279-67189-72734-81453-93342-106341
6388,29003
6389,29025-35728-40366-52671-56562-58311-60001-84023
6390,29026-66651
6391,29039
6392,29045-65417
6393,29053-35401-63083-64593-89069-108387-109519
6394,29062-72546
6395,29066-36114
6396,29072-33038-40556-57222-69262-72751-104314-111609
6397,29076
6398,29080-76890
6399,29090
6400,29102-86727
6401,29107-106757
6402,29110
6403,29116-38366-48894-57164-62287-62685-64788-67086-82706-89617-91001-92176-101983-109736
6404,29127-76391-90340
6405,29130-43304-58132-58463-63866-66265-67772-81077-81364-90622-94398-105890-110320
6406,29133
6407,29139-31885-41033
6408,29153
6409,29155
6410,29156-93798
6411,29163
6412,29164-39922-45392-49882-50624-52003-63364-71296-79070-112900
6413,29167-76325-94473
6414,29169-33719-37255-44497-49446-102357
6415,29175
6416,29177-46774-67286-67690-79368-92625
6417,29185
6418,29187
6419,29190
6420,29211-41385-77529-78217-93791
6421,29214-80708
6422,29238-48346
6423,29243
6424,29261-51752-83418-101810-110523
6425,29272-48007-80071-93633-101379-101996-106586-108111-111742
6426,29278-65052-77380-92302-96076-103782
6427,29281-34322-38318-39112-56489-59189-68976-69890-75482-82327-82598-83659-84910-85841-93653-95079-95574-99158-103876-106527-109770
6428,29293
6429,29307-31215
6430,29318-35143-108258
6431,29326
6432,29348-35492-85322
6433,29351-46281
6434,29363-48488-53172-62249-90285-96151-98964-114043
6435,29375
6436,29398
6437,29403-85145
6438,29409
6439,29417-78551
6440,29440
6441,29453
6442,29461-56259
6443,29465
6444,29466-32664-37893-50131-55241-55475-67547-68103-76443-80505-89941-106129
6445,29468-33650-108546
6446,29488
6447,29497
6448,29499
6449,29513
6450,29531-91387
6451,29533-50349-51458
6452,29550
6453,29560
6454,29565
6455,29571-63828
6456,29583-36128-52152-60513
6457,29600-94495
6458,29617-57843-64413-67435-71969-78687-80827-105675-114133
6459,29618-39194-39383-46540-46635-52497-53392-54068-55801-59894-61133-65067-68172-68508-77540-78828-79937-81435-83244-83913-85159-88467-88499-88943-89613-90930-91189-96564-97339-97635-97798-98040-100139-101220-104541-104611-108246-112748
6460,29622-31810-33172-38954-43714-54690-62318-78222-90008-90552-94418-106520-111824
6461,29633-73178
6462,29647
6463,29648-75365
6464,29658-34698-47208-48740-50379-67627-70779-78362-96718-98850-107269
6465,29669
6466,29673
6467,29675-54085-67523-73361-100248-114059
6468,29690-33079-33563-39875-42489-57604-62693-67865-70811-76061-88783-90409-93552-103412-104848
6469,29692-79318-83612-87977
6470,29708-42040-85182-88966
6471,29712
6472,29714-37516-38636-40582-44992-48736-52042-68112-77910-78210-83216-83532-97716-97759-114408
6473,29718
6474,29733-92603
6475,29739
6476,29743-42123
6477,29744
6478,29773-31203
6479,29789
6480,29795-80428
6481,29807-42101-84204-93898-98241-105477-113350
6482,29811-61049-112338
6483,29821-64011
6484,29822-30210
6485,29827
6486,29828-108304
6487,29831
6488,29833
6489,29861
6490,29887-32369
6491,29893
6492,29894
6493,29899-45415
6494,29903-35159
6495,29913
6496,29931-95795
6497,29938
6498,29951
6499,29955-90094
6500,29958-34740-41766-45830-48612-48642-51120-55598-56758-58676-60678-65588-74654-74686-84670-85014-86478-88466-90102-104500-106262
6501,29962-30782-34297-88458-91862
6502,29981
6503,29992
6504,30011
6505,30015
6506,30027
6507,30034
6508,30037-36949-54781-56401-62157-81135-97493-98123
6509,30063-62069-71259-84380
6510,30068
6511,30079
6512,30082
6513,30084-104422-110436
6514,30095-32993-36881-55131
6515,30097-40455-71877-76462-100324
6516,30100-51488-60448-69966-96950-108680
6517,30109
6518,30124
6519,30129-38539-43179-51185
6520,30130
6521,30139
6522,30141-39486
6523,30153-68490-93222-113561
6524,30155-36671-45043-52329-62885
6525,30161-71020
6526,30167
6527,30168-39132-42328-46457-74607-85154-98820-99717-101318-113225
6528,30172
6529,30195-75749-80233-92013-102443-103281
6530,30203
6531,30215-33057
6532,30221
6533,30233
6534,30235-88095-103339
6535,30237
6536,30246-58186-68879
6537,30252-86529
6538,30262-35050-38212-39650-39718-40167-42161-42566-44754-49536-50108-60905-61744-63092-79978-99414-101944-103689-106638-111661-112374
6539,30272
6540,30275
6541,30281-62514
6542,30298-33752
6543,30306-38504-44554-47064-49088-53252-61404-63313-63321-75802-76395-80826-83382-84576-84740-85196-89310-91871-96349-97450-99774-101082-102050-102923-109871-112510-113282
6544,30311
6545,30315
6546,30343
6547,30378-46015-54747-101375-111819
6548,30381-43710-52909
6549,30392
6550,30403-85683
6551,30405-33997-49686
6552,30407-31265-43846-80353-104791
6553,30409-45068-49245-65228-67707-72447-80474-95581
6554,30413
6555,30427-63686
6556,30453
6557,30457
6558,30467-38445
6559,30472-39769-43018-43309-59277-61124-61447-64886-75099-79906-85294-88014-92914-97304-98620-102544-108490-112456
6560,30477-55029
6561,30484
6562,30487
6563,30493-88195
6564,30496-38174-55678-61736
6565,30515-37303
6566,30517
6567,30519-35337-41185-43739-48101-51405-52779-55579-73653-76463-80501-92543-100203
6568,30535-34977
6569,30546-89858
6570,30557
6571,30561-55596
6572,30569
6573,30586-49180-51686-98517
6574,30597-70857-87728-105707
6575,30607
6576,30617-75358-96897-109114-110228
6577,30622-45508-57078-58110-64974-107876
6578,30632-38046-49033-64236-67556-82101-83309-108547
6579,30640
6580,30642-52217-52896-63096-65393-67332-69290-79496-81149-84079-84387-96033-100878-104227-106566-108244-108715
6581,30644-42774-48112-65542-82158-85475-94757-97241
6582,30652-33974-39584-41126-53038-55558-62480-78610-82182-91813-92924-93792-93814-96922-98810-102078-107268
6583,30665-98109
6584,30671-91185
6585,30683-46120-64762-78279
6586,30689
6587,30694-36182-56312-60880-62310-63471-66296-73018-73114-77520-84070-85066-90152-111586-114094
6588,30697-77852
6589,30701-43335-44115-49691-59780-59895-66231-71583-87905-88705-90386-92909-93873-96159
6590,30703-106265
6591,30707
6592,30713-40105-44685-47565-53821-65368-67133-72035-73257-88529-92211-93139-99279-103229-105941-106871-113347-114195-114805
6593,30722-67762-95834-96116-105574-110438
6594,30724-37380-55086-59026-62309-62876-71927-76606-97363-101276
6595,30735
6596,30747
6597,30765
6598,30768
6599,30775
6600,30791-64777
6601,30793
6602,30797
6603,30799-87487-107953
6604,30806
6605,30822-31520-84494
6606,30844
6607,30866-87037
6608,30881
6609,30886-35480-42351-45523-112239
6610,30896
6611,30906-114542
6612,30922-93713
6613,30939-35319
6614,30945
6615,30947
6616,30952-80008-106117-113944
6617,30963
6618,31005-49015
6619,31017-53141
6620,31044-38860-56868-64621
6621,31053
6622,31061
6623,31065-92469-92493
6624,31071
6625,31072-52277-71924-94712-107579-112743
6626,31100-45662-83736-109357
6627,31107-57137-83707
6628,31114
6629,31120
6630,31125
6631,31128-63820-90493-94847-108890
6632,31133
6633,31134-35721-59448-90122
6634,31141
6635,31152
6636,31163-100896
6637,31165
6638,31219-93233
6639,31227
6640,31243
6641,31252-32513
6642,31269-63897-70093-101693
6643,31272-58754-83790-84208-94086-98960-100508-101400-109053
6644,31276
6645,31281
6646,31297-49897-58471
6647,31303
6648,31305-32078-68639
6649,31306-46163-52967-101300
6650,31310-46539-58092-60506-88641
6651,31321
6652,31346-82836
6653,31349-50863-52563-58049-62303-82745-85905
6654,31350
6655,31354
6656,31368-111026
6657,31370
6658,31372-54934
6659,31381
6660,31395-43464-44793-73303-109281
6661,31399-67238-82942-93997-94305
6662,31425
6663,31427
6664,31437
6665,31442
6666,31448-40853-77501-90846-113685
6667,31451
6668,31453-97822
6669,31459-36827-51055-88181-101283
6670,31464-42725-52325-88298
6671,31473-73526
6672,31479-42195-50235-50950-52521-67895-68281-79595-84212-90373-98647-110964
6673,31483
6674,31484
6675,31492-40971-84619-99605-105709-113625
6676,31497-40681-102999
6677,31499-106959-107173
6678,31503
6679,31522-75270
6680,31527
6681,31528
6682,31531
6683,31534-48148-104785-109167
6684,31549
6685,31551-49188
6686,31581-34558
6687,31594-48459
6688,31600
6689,31609
6690,31615-53925-77409-106057
6691,31617
6692,31627
6693,31637-57458-80238-80955-101576
6694,31639
6695,31669
6696,31671
6697,31680
6698,31689
6699,31693
6700,31696-39567-40202-57245-58321-59809-64130-75427-79269-79653-80109-86407-88735-92915-102344-106070-108439-112023-113051-113593-114303
6701,31699
6702,31708
6703,31714
6704,31719-55047
6705,31721-35251
6706,31723
6707,31735
6708,31741-48607
6709,31743-43541-45149-46937-55221-59145-59941-60223-65541-66011-70453-75609-78357-85273-86543-89111-92502-100527-102959-107193-114050
6710,31765
6711,31777
6712,31787-32259
6713,31791
6714,31823
6715,31836
6716,31838
6717,31841-37900-75375
6718,31844-38102-39646-40233-44445-61933-65384-65460-74881-77872-82994-83835-94396-107425-111284
6719,31851
6720,31860-56416-59948-64798-87620-93078-100656-107784-111918
6721,31863-44863-92442-99550-111229
6722,31875
6723,31878
6724,31889
6725,31899-55957
6726,31903-93943-98073
6727,31905
6728,31911-77373
6729,31919
6730,31923-70016
6731,31935-103771
6732,31936-43711-45074-47001-47335-49581-55129-57971-60775-62339-66352-67969-82494-93967-95898-112314
6733,31944-80970
6734,31947-39788-43593-44236-50255-55034-62423-63743-67237-68854-73495-81464-83195-85929-93065-98075-101845-112633
6735,31953-99753
6736,31964-81779-111581
6737,31967-63459
6738,31971-35429
6739,31982-53042
6740,31989
6741,31990-44963-64061-68931-84718-108017
6742,31996-43809-54163-65337-84938
6743,32001-51148
6744,32040-51222-51829-84980-98928
6745,32048-43292-50800-56626-57942-59934-63706-96276-101642
6746,32063
6747,32084-95436
6748,32095
6749,32116-38179-44136-47470-48585-49076-49742-51678-51966-53574-54142-56392-57788-59632-60040-60316-60378-61084-63330-66214-66510-67708-69636-70020-71054-71900-73126-73164-77780-78532-80062-81236-83210-84774-84834-85948-86030-88248-88460-89196-89404-89456-89584-89846-90823-90938-92036-92195-93024-93422-99473-100776-101592-102826-103684-104984-105064-105158-105298-105408-105480-106169-106596-108012-108142-108276-109058-109968-110738
6750,32129
6751,32136
6752,32153-37529-38581-40533-42545-46051-47331-50203-51491-52013-53201-56391-57057-57915-58995-60919-63221-64321-66543-71607-84445-85415-87985-90229-91969-99147-99935-102691-105231-105933-106629-108959-110307-110587-111531-111649-113363-113899-114469-114841
6753,32162-44618-49934-78424-106396-109064
6754,32173
6755,32174
6756,32193
6757,32201
6758,32210-36906-40238
6759,32222-47396-48864-49420-51748-54598-58816-61758-62460-65472-68396-70038-72474-73190-73646-74708-82458-84497-85052-85684-87058-88304-89118-91536-92152-93132-94432-95996-97473-99096-99636-104067-104926-104964-108036-108684-108770-110044-110780-110822
6760,32227
6761,32243-35471-45170-73504-75196-94774
6762,32249-68074
6763,32250-63728-80788
6764,32282-54544-66441-82930-92198-110939
6765,32284-42324-56609
6766,32303-64532-74780-75332-93236-93681
6767,32304-39202-42365-42803-45013-70741-71616-87366-89406-106603-109839
6768,32320-50250-52452-66107-105384
6769,32327
6770,32332
6771,32351
6772,32365-85951-92679-95725-99757
6773,32370-33790-36254
6774,32378
6775,32383-48787-72761-84877-113799-114207
6776,32389
6777,32390-36398-36693-56409-63575-63878-71112-103747
6778,32398
6779,32415
6780,32421
6781,32433-64412
6782,32444
6783,32452
6784,32462-39437-60982-97071
6785,32475
6786,32493
6787,32497-60661
6788,32498
6789,32519
6790,32525-58918-63205-68853-70447-97701-98946-100493-108127
6791,32535-39772-40680-102998
6792,32545
6793,32547-37923-38424-43557-47161-52436-53082-54345-55006-59123-78607-81103-83475-85179-88671-94345-103929
6794,32550-32948-59323-81749-91349-97988
6795,32561-33883-54313-71892-93067-93240
6796,32569
6797,32575
6798,32598-51954-52879-60490-75612-88498-91466-94413-101778-112594
6799,32609-94017-103337
6800,32611-90947
6801,32631-52739-53631-83613-97201
6802,32633
6803,32642-46910-79094-81414-105056-106264
6804,32655-109571
6805,32656
6806,32660
6807,32663-41393-41514-61261-64659-68327-71106-82072-85586-90899-104721
6808,32671-35793-38287-38405-41961-41983-48493-48661-50639-51793-52096-53937-55836-57431-58612-62184-63402-63527-64405-64607-70593-76317-78027-78433-78987-81085-81985-83643-84439-84805-87099-88801-91003-92177-93939-94407-96805-97723-98757-99353-100469-100921-102879-106814
6809,32681
6810,32690
6811,32707
6812,32708-69948-77968-98172-110384-112960
6813,32714-46494
6814,32719-34707-47745
6815,32726-34212-110763
6816,32739
6817,32750-78320
6818,32755
6819,32756
6820,32769-37903-40677-40807-49243-50871-52695-53057-55091-56039-59221-59413-60519-61429-63717-71719-71933-75707-91979-99247-107781-108355-109673
6821,32783-106625
6822,32785-114407
6823,32788-92859-113714
6824,32791-44975-56580-82399-85077-87555-88602
6825,32793
6826,32801-42629
6827,32810-35865
6828,32819-33490-67346-78336
6829,32825-43731
6830,32835-38773-39541-39701-45092-46241-46621-47963-48589-50115-50166-51213-52921-54205-57980-59013-60971-65357-69865-72065-75067-75221-77535-78179-81134-87171-92249-93211-98989-99146-99896-101553-103347-103883-104327-106049-114397
6831,32838-74078-81846
6832,32851
6833,32858-60491-86561-95869-97917-110461
6834,32860-47197-49702-54530-55269-69879-71281-79999-107679
6835,32885
6836,32935
6837,32942-59686
6838,32945-48973-65477
6839,32947-101694-104655
6840,32953
6841,32957-109681
6842,32965-65895
6843,32968
6844,32971-35739
6845,32983-61267
6846,33001
6847,33029-39789-42581-43917-46577-47487-49163-49367-52751-56389-56963-56983-57691-59193-60217-62869-68759-87767-89395-100221-100523-105097-106941-114371
6848,33053-68403-85368
6849,33055
6850,33064
6851,33076-61298-92692
6852,33081-80041-83582
6853,33088-36418-39618-57362-97936
6854,33095-55865
6855,33103
6856,33112-54192-65157-66226-68422-85386-112500
6857,33116
6858,33119
6859,33125
6860,33128-50427-53969-62898-73912
6861,33137-47071
6862,33138-48728-59689-83616
6863,33145-75175-79073-83405-87657
6864,33152
6865,33165
6866,33178-91018
6867,33184-67228-78029-105837
6868,33187
6869,33191-82665
6870,33193-100827
6871,33197
6872,33199-36383-57005-73227-109967
6873,33207-82900
6874,33209
6875,33214
6876,33221-62199
6877,33223
6878,33228-54452-54738
6879,33235
6880,33241-41232
6881,33243
6882,33281
6883,33282
6884,33306
6885,33309-45319-77636-110503
6886,33314-53412-63806-68543-70534
6887,33332-64062-74706-87332-101528-102668
6888,33337-37227
6889,33357
6890,33358
6891,33362-63183-84812-96751
6892,33369
6893,33402-72246
6894,33405
6895,33409-73539-84389
6896,33423
6897,33431
6898,33437
6899,33439-39299-46477-76852-80555-89587
6900,33445
6901,33452-45828-48681-55236-75108-82404-84826-89848-97184-99997-101094-101774-102232-112123
6902,33463-51654
6903,33465
6904,33467-40707
6905,33477
6906,33478
6907,33494
6908,33501
6909,33506-47268-93871-98625
6910,33511
6911,33517
6912,33540-46310-61905-94458
6913,33559-35249-68687-88967
6914,33569-47209-48975-60605
6915,33600
6916,33610
6917,33613-38565-43548-50681-52416-56680-62916-64667-67600-72496-74999-75711-81683-84109-84615-86733-93970-104407-104425-106345-107231-110285
6918,33621-36075
6919,33626
6920,33647
6921,33657
6922,33674
6923,33693-55847-77404-95283-101817
6924,33703
6925,33713
6926,33722-98414
6927,33731
6928,33732-43276-46014-53017-53839-67716-83221-112171
6929,33735
6930,33744
6931,33757-42250
6932,33763
6933,33770
6934,33779
6935,33813-67295-82314
6936,33826
6937,33838
6938,33849-34271
6939,33862-74007-77048-104520-114573
6940,33868
6941,33871
6942,33900
6943,33934-35776
6944,33939-40487-59884
6945,33941-38480
6946,33944-41406-44390-46897-47640-50619-53548-53818-55634-55751-56034-57921-61070-61560-67782-71965-73026-73208-73480-74937-75381-77615-78000-80993-83566-84468-84965-85844-86619-89532-89764-91918-98136-98945-99430-100564-100688-102717-108822-110590-112560-112768-113290-113374-113898-114396-114534
6947,33947
6948,33952-112964
6949,33963-53885-73609
6950,33964
6951,33966-99464
6952,33973-105371
6953,33984-89297
6954,33987
6955,33999
6956,34005
6957,34026
6958,34038
6959,34040-40344-98984
6960,34051-38345-56986-63888-76085
6961,34066-37929-74170-84003-93728-114230
6962,34068-43508-47320
6963,34082
6964,34085
6965,34088
6966,34111-49030-54069-72959-87952-89094-95032-100522-106914-108423
6967,34115
6968,34129
6969,34141
6970,34145
6971,34153-67985
6972,34157-40301-44406-53453-66035-84460-95377-101988
6973,34160-76814-84641
6974,34163
6975,34181
6976,34193
6977,34199
6978,34214
6979,34217
6980,34239
6981,34241
6982,34259
6983,34266
6984,34273
6985,34279-45435-67255-85799-91841
6986,34280-90531
6987,34283
6988,34309-71325
6989,34316
6990,34345-36012-46458-85624-91352
6991,34349-37420
6992,34351-49453-84143-101724-111602
6993,34354-109612
6994,34363
6995,34374
6996,34378-34894-41190-45687-63502-65036-97355-102860
6997,34383-103415
6998,34389
6999,34392-74147-108438
7000,34397
7001,34406-64096-66211-90013-109908
7002,34413
7003,34422-48165
7004,34427
7005,34439-41100-53041-66806-71795-89861-102615
7006,34449
7007,34450-83343
7008,34466-36180-40882-41676-42635-45902-48674-51524-52958-61605-66230-66424-69646-72230-72896-73246-77194-85356-95128-96246-97784-97804-103208-111034
7009,34479-40521-57199
7010,34485
7011,34493-88349
7012,34511
7013,34535
7014,34549
7015,34552
7016,34565
7017,34572-37490-44824-51740-64424-66106-78966-99599
7018,34614
7019,34617-102313-103087
7020,34623
7021,34627
7022,34644
7023,34647-43481-75893
7024,34654
7025,34658-49436-55775-57158-59062-84308-101242
7026,34678-107387
7027,34691
7028,34694-50712-63952-90218
7029,34705
7030,34711
7031,34715
7032,34719
7033,34721
7034,34730
7035,34737-42137-65101-69215-110571-110801-112039
7036,34745
7037,34751
7038,34759
7039,34761
7040,34775
7041,34778-36362-59368
7042,34799
7043,34805-43565-67847-82840
7044,34809-82275
7045,34817
7046,34819
7047,34831
7048,34832
7049,34836
7050,34840
7051,34843
7052,34848-60568-66906-108270
7053,34850-114618
7054,34856-40078-70830-96780-98064-105432
7055,34859-60397-67812-82334
7056,34866
7057,34903
7058,34904
7059,34909
7060,34912
7061,34923-36797-90381-111367
7062,34935-110549-113811
7063,34938-36817
7064,34949-38969-41353-41960-42890-43757-44073-53115-53171-53315-53605-56018-57648-58561-58639-59059-61303-62707-62907-65401-66883-67455-70168-71469-71649-71775-73421-74495-74593-76500-76689-79771-80364-82305-83371-84853-85463-86371-86723-87413-88250-88987-90793-91291-92991-93164-97107-97642-98080-99435-99681-101203-102815-103313-107703-110405-111833-112047-112190-112484-112881-113599-114053-114493
7065,34956
7066,34958-67440-79090-112352
7067,34966
7068,34971-86100
7069,34989
7070,34999-111984
7071,35016
7072,35023
7073,35031-47710-74446-78634
7074,35040-47380-51045-59994-67196-71850-78218-81052-81463-88910-94750-100345
7075,35043-111828
7076,35045-88667
7077,35047-95723
7078,35054-100110
7079,35059-39149-40586-43195-43746-44513-55097-57132-57651-62679-64665-67333-74977-77187-82663-89763-93492-100955-101183-109316
7080,35060
7081,35064-35984-61200-70654
7082,35072-39851-42839-43283-48619-54791-58409-61381-66434-68443-71670-72503-76716-79273-83888-83945-88969-100784-110930-113007
7083,35080
7084,35094-51131-54043-57244-59090-62904-70974-85705-103590-109071-109124-112371
7085,35099
7086,35117
7087,35134
7088,35147-59125-72310-84656-87426-90511
7089,35149-36559
7090,35151
7091,35155
7092,35167
7093,35170
7094,35175-35727-41603-44146-66328-72468-84373-90488-96491-104208-105634
7095,35185-52635-58017-75057-105487
7096,35194-65606
7097,35197
7098,35232-41673-47065-53516-53691-80306-98783-99012-99441-109567-110536
7099,35241-60521
7100,35243
7101,35275-36089
7102,35279-40112-48552
7103,35282
7104,35284-40767-57803-61196-70847-76253-98965-113510
7105,35295-39304-91156-107954-108100
7106,35297
7107,35304-49196-64874-71764-76012-79052-88608-89934
7108,35307-103655-107233-108901
7109,35317
7110,35341-95119-104106
7111,35356-51918-51974-104610-108870
7112,35359-37141-59745-88323
7113,35368-37794-51232-52574-56852-59200-60082-62790-69119-70930-74606-80930-113018
7114,35373-37410
7115,35374-56828
7116,35387
7117,35395-62278-62507-74637-76564-76603-80258-95382-97557-106025-110090
7118,35399
7119,35411-42497-55033-57498-58257-62525-70379-72988-75975-76303-77417-95788-106157-106381-111705
7120,35412-71703
7121,35417
7122,35419
7123,35423-62277-114383
7124,35427
7125,35446-89435
7126,35474-45545-81526-88764-102071
7127,35477-54101-60493-77381-81797-92891
7128,35479
7129,35487
7130,35497-64261
7131,35499-55377
7132,35501
7133,35502-52840-98324
7134,35514
7135,35521-106611
7136,35531-45950-59999-77055-94033-106029-109551-111993
7137,35533
7138,35535
7139,35545-43449-45482-62390-69991-87372-97028-111940
7140,35546-42277-47821-85171-94917
7141,35556-37061-38008-43939-52450-55361-60044-60832-62982-63045-63506-66310-76517-77955-84733-88524-93892-98782-105214-108121-112248
7142,35569-53903-69963-86857-94963
7143,35571
7144,35576-37771-38685-45164-47938-49292-53054-57143-57424-58313-60685-62028-79486-81028-82928-85400-86099-91424-99565-104404-107056
7145,35589-50449-65971-79598
7146,35617-39105
7147,35620-80857-102554
7148,35630-49759-53228-54643-67477-69417-75933-76555-78542-81313-113119
7149,35647
7150,35648-103455
7151,35651
7152,35657-51174-113686
7153,35660
7154,35662-40776-46954-51886-58366-91179-98237-102088
7155,35670-87080
7156,35680-40268-44644-77242-102628-104028-111012
7157,35689
7158,35697
7159,35707
7160,35715
7161,35719-62649
7162,35722
7163,35757
7164,35772
7165,35775-60224-89114-113342
7166,35789-45680-59416
7167,35800-40716-42538-46300-46334-50900-52872-52944-62086-64153-64904-65590-65740-71378-74694-79290-79292-85054-86142-94796-99210-103536-105586-105963-106342-106951-111890
7168,35813
7169,35820
7170,35822-80466-97449
7171,35842
7172,35859-60050-73129
7173,35862-40260-79614-96178-96335-106197-106704
7174,35884-60590-84550
7175,35923
7176,35928-72664
7177,35961-81380-111328
7178,35971
7179,35973
7180,35977-44349-87876-99111
7181,35980-40742-51551-93822
7182,35989-59539-92635
7183,35991
7184,35994-40063-46418-58245-66801-80372-91195-97814-104461-107436-108519
7185,36007-110453
7186,36023-43041
7187,36035
7188,36059-43737-75471-85402-92579
7189,36064
7190,36080-54834-67043-83628-103035
7191,36090-51133-84275-99383
7192,36105
7193,36110-37540-40644-53198-53204-56402-60912-65280-71802-89974-105122-107290
7194,36125-78344
7195,36137-75951
7196,36138-57945-78818-85724-104998-105602-113534
7197,36148
7198,36153-39616
7199,36164-48206-80954
7200,36169
7201,36171-105684
7202,36179
7203,36187-63115-91013-109005
7204,36190
7205,36198-43376-44350-49364-49382-66942-95888
7206,36203
7207,36209-36911-66602-95719
7208,36216-107900
7209,36223-48949-64349-67987-89829-104223
7210,36226-59664-73680-83845
7211,36246-41664-71424-110538
7212,36253
7213,36256-61039-71184-74844-78317-85574-91404-93606-99647
7214,36271
7215,36273-95017
7216,36274
7217,36306-41276-51335-65996-70334-70826
7218,36318-108658
7219,36333-39785-81008-99023
7220,36339
7221,36344-38821-45245-56359-96843-102257-111467
7222,36349-39995-70128-101509
7223,36357-45507
7224,36367
7225,36385
7226,36386
7227,36391
7228,36393
7229,36395
7230,36403-57268
7231,36416-38805-41854-42973-47337-49931-50251-52027-53151-54278-77887-84096-88125-88494-93015-94730-100043-114517-114561
7232,36423-42005-42995-43137-44282-47259-47467-58297-64181-66375-67589-75780-83923-86049-86283-92255-103453-113359
7233,36424
7234,36429-84933
7235,36442-57794-108524-111028
7236,36452-67616
7237,36456-83966
7238,36458-36728-41208-43745-45356-45406-45707-45938-46442-46708-47374-49596-50104-50792-51876-53712-53866-54198-55626-56980-57518-58396-58688-58692-59902-60012-60716-60879-63010-63408-64554-64718-65854-68088-68708-68846-68948-72908-74678-74810-75124-75242-76218-76562-78702-78988-81660-81818-85464-87330-90636-91350-93300-93864-94534-95266-96010-96474-97926-99342-99646-99672-100247-100288-100542-101477-101960-102323-105630-106236-107034-109388-110170-110294-110452-110842-110986-111258-112894-114040-114590
7239,36464-105728-109225
7240,36475
7241,36477
7242,36487-61667-114045
7243,36490
7244,36499
7245,36513
7246,36517
7247,36519
7248,36526-99176
7249,36533
7250,36546
7251,36556
7252,36561
7253,36579
7254,36590-41469-43262-53344-64324-75023-78240-79195-80214-89042-91002-92279-103504
7255,36609
7256,36625-85579
7257,36631
7258,36637
7259,36647
7260,36661-79315-85764
7261,36666-52634-75056
7262,36680
7263,36683
7264,36708-52207-53342-53944-83128
7265,36712-56274-97914-104288-107250
7266,36714-47982-109282
7267,36719
7268,36725
7269,36732-67764-112156
7270,36736-90536
7271,36753-75006
7272,36757
7273,36758
7274,36773
7275,36779-40039-83126
7276,36811
7277,36823-46649
7278,36829-58024-85010-85957-99216-113076
7279,36845
7280,36847-81686
7281,36849
7282,36875-54234-101507
7283,36903
7284,36915
7285,36924
7286,36927
7287,36932
7288,36955
7289,36957
7290,36972
7291,36975-73615
7292,36980
7293,37003-60969-87155
7294,37009-113496
7295,37010
7296,37025-104735
7297,37029
7298,37041-63627
7299,37084-60368-64520-65690-105462
7300,37091
7301,37093
7302,37104-38027-56435-87345-89474-110245
7303,37123
7304,37142
7305,37146
7306,37149
7307,37165
7308,37166-45907-55096-75668-91640-104273-109148-114148
7309,37169-63790
7310,37178
7311,37183
7312,37205-51545-83601-102387-107073-111503
7313,37207
7314,37209-40943-103219
7315,37214-73101
7316,37218-58232-89885-90499
7317,37234
7318,37251-45199-76030
7319,37263-39710-107441
7320,37269
7321,37283
7322,37285
7323,37288-61630
7324,37293
7325,37301
7326,37304-53798
7327,37308
7328,37311
7329,37312-104476
